descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Biazetto 1537 - Apartamento à venda 3 quartos sendo 1 suíte, com 2 vagas de garagem, bairro Campo;Rua José Izidoro Biazetto;['172'];[3];[2];-;735460;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-104m2-venda-RS735460-id-2542306190/
APTO 04 SUÍTES + 05 GARAGENS NO MOSSUNGUÊ;Rua Professor Pedro Viriato Parigot de Souza;['400'];[4];[6];-;3300000;2700;https://www.vivareal.com.br/imovel/apartamento-4-quartos-mossungue-bairros-curitiba-com-garagem-350m2-venda-RS3300000-id-2477486190/
Apartamento para venda tem 129 metros quadrados com 3 quartos em Ahú - Curitiba - PR;Rua Fausto Nascimento Bittencourt;['154'];[3];[2];-;1190000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-129m2-venda-RS1190000-id-2531345398/
Apartamento Prado Velho;Rua Jóquei Clube;['59'];[1];[1];-;1500;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-36m2-venda-RS199000-id-2544655974/
face norte no juveve;Rua Manoel Eufrásio;['143'];[3];[3];-;548000;433;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-93m2-venda-RS548000-id-2538699700/
Apartamento com 1 quarto mobiliado à venda!;-;['48'];[1];[1];-;350000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-agua-verde-bairros-curitiba-48m2-venda-RS350000-id-2541688573/
Casas singulares em Condomínio Clube;Rua David Tows;['234'];[3];[4];-;849000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boqueirao-bairros-curitiba-com-garagem-195m2-venda-RS849000-id-2510167090/
Curitiba - Apartamento Padrão - Bigorrilho;-;['211'];[2];[1];-;839900;1000;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-211m2-venda-RS839900-id-2539566060/
Apartamento 20.o andar, com 2 dormitórios à venda, 89 m² por R$ 640.000 - Ecoville - Curitiba/PR;Rua Monsenhor Ivo Zanlorenzi;['141'];[2];[2];-;640000;550;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-89m2-venda-RS640000-id-2535302885/
CURITIBA - Apartamento Padrão - Mossunguê;-;['309'];[3];[2];-;5774214;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-309m2-venda-RS5774214-id-2542289173/
Apartamentos de 3 quartos, 1 suíte, 1 ou 2 vagas de garagem coberta, condomínio clube com piscina,;Rua João Bettega;['74'];[3];[2];-;272280;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-61m2-venda-RS272280-id-2542305948/
Apartamento no Bacacheri com 3 quartos;Rua Amadeu Assad Yassim;['102'];[3];[1];-;369000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-73m2-venda-RS369000-id-2535423976/
CURITIBA - Apartamento Padrão - Pinheirinho;Rua Reinaldo Stocco;['70'];[2];[1];-;228000;383;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-50m2-venda-RS228000-id-2529497876/
Apartamento no Champagnat - ARYA 1;Rua Martim Afonso;['119'];[1];[2];-;390000;390;https://www.vivareal.com.br/imovel/apartamento-1-quartos-champagnat-bairros-curitiba-com-garagem-72m2-venda-RS390000-id-2542667977/
Res. Presenza- Apartamento 2 quartos com vaga de garagem à venda, Bacacheri, Curitiba, PR;Rua Vinte e Nove de Junho;['98'];[2];[1];-;295000;200;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-51m2-venda-RS295000-id-2542305809/
Apartamento a venda localizado no Bairro Alto da Glória, Curitiba-PR.;Rua Mauá;['102'];[3];[2];-;470000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-60m2-venda-RS470000-id-2542560070/
Apartamento para Venda em Curitiba, Água Verde, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Pará;['72'];[2];[2];-;530000;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-58m2-venda-RS530000-id-2514189067/
Residencial Fazendinha. Apartamento 2 quartos à venda, bairro Fazendinha, Curitiba, PR;Rua Carlos Klemtz;['66'];[2];[1];-;187531;401;https://www.vivareal.com.br/imovel/apartamento-2-quartos-fazendinha-bairros-curitiba-com-garagem-56m2-venda-RS187531-id-2539451445/
Apartamento com 2 dormitórios à venda, 72 m² por R$ 613.000,00 - Mercês - Curitiba/PR;Rua Visconde do Rio Branco;['127'];[2];[3];-;613000;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-72m2-venda-RS613000-id-2534188768/
Apartamento 4 suites 3 vagas de alto padrão Vila Izabel - Curitiba - PR;Rua Coronel Ottoni Maciel;['535'];[4];[5];-;1840000;1968;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-izabel-bairros-curitiba-com-garagem-365m2-venda-RS1840000-id-2498619198/
APARTAMENTO com 3 dormitórios à venda por R$ 968.680,61 no bairro Portão - CURITIBA / PR;Rua Guararapes;['103'];[3];[3];-;968680;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-103m2-venda-RS968680-id-2544016311/
[ENTREGA NOV/23] Apartamento Garden com 110,71 m² internos + 73,89 m² de garden, 2 Suítes, Churrasq;Rua Jaime Balão;['184'];[2];[4];-;1217810;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-184m2-venda-RS1217810-id-2543525373/
[ENTREGA NOV/23] Apartamento Garden de 3 Suítes, Churrasqueira e 3 vagas com 139,76 m² internos + 6;Rua Jaime Balão;['199'];[3];[5];-;1536150;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-199m2-venda-RS1536150-id-2543525474/
Apartamento usado em Novo Mundo - Curitiba, PR;Avenida Brasília;['40'];[2];[1];-;200000;280;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-40m2-venda-RS200000-id-2541231581/
Lasar Segall Plaenge;-;['184'];[3];[2];-;1050000;884;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-123m2-venda-RS1050000-id-2536930182/
APARTAMENTO com 3 dormitórios à venda com 1884.48m² por R$ 905.826,00 no bairro Cristo Rei - CURITIB;Avenida Marechal Humberto de Alencar Castelo Branco;['1884'];[3];[1];-;905826;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-105m2-venda-RS905826-id-2544015510/
Apartamento com 2 dormitórios à venda, 44 m² por R$ 129.900,00 - Cidade Industrial - Curitiba/PR;Rua Deputado Paulo Wright;['44'];[2];[1];-;129900;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-44m2-venda-RS129900-id-2537392202/
Província de Léon Lançamento no Boa Vista unidade 3 quartos com suíte 2 vagas de garagem e GARDEN;Rua José Merhy;['180'];[3];[2];-;758000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-152m2-venda-RS758000-id-2507772298/
APARTAMENTO com 3 dormitórios à venda com 159.85m² por R$ 299.000,00 no bairro Parolin - CURITIBA /;Avenida Presidente Kennedy;['159'];[3];[3];-;299000;426;https://www.vivareal.com.br/imovel/apartamento-3-quartos-parolin-bairros-curitiba-com-garagem-115m2-venda-RS299000-id-2470962881/
Apartamento para venda com 107 metros quadrados com 3 quartos em Centro - Curitiba - PR;Rua Mariano Torres;['189'];[3];[3];-;1058000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-107m2-venda-RS1058000-id-2511765839/
Loft duplex para venda possui 55 metros quadrados com 1 quarto em Centro Cívico - Curitiba - PR;Rua Wellington de Oliveira Vianna;['75'];[1];[2];-;330000;650;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-civico-bairros-curitiba-55m2-venda-RS330000-id-2541585374/
Apartamento Garden 2 quartos e 3 vagas muito espaço externo por 662 mil? *compre e Ganhe o piso*;-;['170'];[2];[2];-;662300;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-102m2-venda-RS662300-id-2540420345/
Apartamento Padrão para Venda em Cidade Industrial Curitiba-PR - AP1123;Rua João Bettega;['72'];[3];[2];-;268000;210;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-61m2-venda-RS268000-id-2513884922/
Conheça o Alba - Apartamentos nas Mercês;Rua Júlio Perneta;['261'];[3];[4];-;1340000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-133m2-venda-RS1340000-id-2544208608/
CURITIBA - Apartamento Padrão - Tingui;Rua Felisbino Passos;['68'];[1];[1];-;225000;219;https://www.vivareal.com.br/imovel/apartamento-1-quartos-tingui-bairros-curitiba-com-garagem-43m2-venda-RS225000-id-2534778301/
Apartamento para Venda em Curitiba, Novo Mundo, 1 dormitório, 1 banheiro;Rua Eduardo Carlos Pereira;['49'];[1];[1];-;220000;200;https://www.vivareal.com.br/imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-35m2-venda-RS220000-id-2538801857/
CURITIBA - Apartamento Padrão - Mossunguê;-;['213'];[3];[2];-;3379416;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-213m2-venda-RS3379416-id-2542289080/
Belíssimo apartamento 1 por andar com 3 suítes e 3 vagas no melhor do Juvevê!;Rua Simão Bolivar;['330'];[3];[5];-;1879000;960;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-239m2-venda-RS1879000-id-2541488760/
Up Life 2 Dormitórios | Vaga | 44m² Priv | Pinheirinho;Rua Reinaldo Stocco;['53'];[2];[1];-;225000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-53m2-venda-RS225000-id-2544141633/
[ENTREGUE] Apartamento em Condomínio Clube com 81,28m² com 3 Dormitórios, sendo 1 Suíte, Sacada com;Avenida Paraná;['81'];[3];[2];-;915580;475;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-81m2-venda-RS915580-id-2543522824/
[ENTREGUE] Apartamento com 89,29m², 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas - em;Avenida Paraná;['89'];[3];[2];-;915890;636;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-89m2-venda-RS915890-id-2543523922/
[ENTREGUE] Apartamento de 81m² com 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas em Co;Avenida Paraná;['81'];[3];[2];-;863650;475;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-81m2-venda-RS863650-id-2543522826/
[ENTREGUE] Apartamento de 81m² com 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas - à;Avenida Paraná;['81'];[3];[2];-;889390;475;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-81m2-venda-RS889390-id-2543522825/
[ENTREGUE] Apartamento de 81m² com 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas em Co;Avenida Paraná;['81'];[3];[2];-;889390;475;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-81m2-venda-RS889390-id-2543523921/
Ed. Bettega Home Club- Apartamento 3 quartos com 1 vaga à venda, Portão, Curitiba.;Rua João Bettega;['123'];[3];[2];-;293950;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-61m2-venda-RS293950-id-2542306042/
Apartamento com 3 dormitórios à venda, 104m² por R$839.790,00 - Rua José Izidoro Biazetto, 1537 - Ec;Rua José Izidoro Biazetto;['181'];[3];[2];-;839790;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-104m2-venda-RS839790-id-2523810058/
Localização, e acabamento de primeira linha.;Rua Alberto Folloni;['562'];[3];[5];-;6575110;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-431m2-venda-RS6575110-id-2543935010/
[PRONTO] Apartamento pronto para morar com 2 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 1 vag;Rua Capitão Tenente Maris de Barros;['70'];[2];[2];-;387897;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-55m2-venda-RS387897-id-2542306906/
Apartamento residencial para venda, Ahú, Curitiba - AP11291.;-;['86'];[2];[3];-;756500;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ahu-bairros-curitiba-com-garagem-86m2-venda-RS756500-id-2544306355/
[ENTREGA SET/23] Apartamento no 6º andar com 85,53m², 3 Dormitórios, sendo 1 Suíte, Sacada Gourmet;Rua Deputado Atílio de Almeida Barbosa;['85'];[3];[2];-;734193;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-85m2-venda-RS734193-id-2542305334/
Apartamento Duplex com 3 dormitórios à venda, 111 m² por R$ 1.110.000,00 - Bacacheri - Curitiba/PR;Rua Gago Coutinho;['112'];[3];[4];-;1110000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-112m2-venda-RS1110000-id-2544354568/
APARTAMENTO com 2 dormitórios à venda por R$ 599.932,56 no bairro Água Verde - CURITIBA / PR;Rua Pará;['73'];[2];[1];-;599932;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-73m2-venda-RS599932-id-2540068805/
[ENTREGA SET/21] Apartamento de Alto Padrão com 3 Dormitórios, 1 Suíte, Sacada com Churrasqueira e;Rua Alferes Ângelo Sampaio;['194'];[3];[3];-;1153900;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-105m2-venda-RS1153900-id-2542304755/
Apartamento à venda, 76 m² por R$ 595.000,00 - Cabral - Curitiba/PR;Rua da Bandeira;['115'];[3];[2];-;595000;642;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-76m2-venda-RS595000-id-2531816346/
Apartamento para venda tem 77 metros quadrados com 3 quartos em Mercês - Curitiba - PR;Alameda Princesa Izabel;['98'];[3];[2];-;645000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-77m2-venda-RS645000-id-2499141002/
CURITIBA - Apartamento Padrão - Água Verde;Rua José Cadilhe;['142'];[3];[2];-;440000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-110m2-venda-RS440000-id-2524469887/
[ENTREGA SET/23] Apartamento no 6º andar com 88,25m², 3 Dormitórios, sendo 1 Suíte, Sacada com Chur;Rua Deputado Atílio de Almeida Barbosa;['88'];[3];[2];-;781596;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-88m2-venda-RS781596-id-2542304818/
Apartamento para venda tem 86 metros quadrados com 3 quartos em Cabral - Curitiba - PR;Rua Deputado Joaquim José Pedrosa;[];[3];[2];-;765922;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-86m2-venda-RS765922-id-2532099602/
CURITIBA - Apartamento Padrão - Agua Verde;-;['237'];[3];[2];-;1272181;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-116m2-venda-RS1272181-id-2541748976/
APARTAMENTO com 4 dormitórios à venda com 304m² por R$ 1.745.000,00 no bairro Ecoville - CURITIBA /;Rua Haroldo Euclydes Souza;['304'];[4];[5];-;1745000;850;https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-185m2-venda-RS1745000-id-2532176894/
Excelente investimento !;Rua Riachuelo;['107'];[2];[1];-;360000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-57m2-venda-RS360000-id-2528255913/
MOOD- Apartamento à venda 2 dormitórios sendo 1 suíte com 1 vaga, Bacacheri, Curitiba, PR;Rua Vinte e Nove de Junho;['72'];[2];[2];-;471304;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-72m2-venda-RS471304-id-2542305318/
[ENTREGUE] Apartamento de 70,16m², 23° andar, 2 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2;Avenida Paraná;['70'];[2];[2];-;747470;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-70m2-venda-RS747470-id-2543523534/
[ENTREGUE] Apartamento de 72,53m², 2 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas em Co;Avenida Paraná;['72'];[2];[2];-;732920;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-72m2-venda-RS732920-id-2543523538/
Moradas do Parque | Apartamento 3 Dormitórios | Vaga | 51m² Priv | Fazendinha;Rua Juvenal Carvalho;['56'];[3];[1];-;235000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-56m2-venda-RS235000-id-2542171437/
[ENTREGUE] Apartamento de 72,53m², 20° andar, 2 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2;Avenida Paraná;['72'];[2];[2];-;747470;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-72m2-venda-RS747470-id-2543523533/
CURITIBA - Apartamento Padrão - Portao;Rua Morretes;['120'];[2];[2];-;319000;430;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-88m2-venda-RS319000-id-2542883488/
Apartamento com 2 dormitórios à venda, 54 m² por R$ 165.000,00 - Campo Comprido - Curitiba/PR;Rua Reinaldo Richter;['54'];[2];[1];-;165000;295;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-54m2-venda-RS165000-id-2524653483/
Vendas Apartamento Curitiba PR;Rua Alcebíades Plaisant;['86'];[3];[2];-;835000;445;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-86m2-venda-RS835000-id-2537988381/
Cannes- Apartamento novo 2 quartos sendo 1 suite e 2 vagas, semi mobiliado com armários qualidade;Rua Nestor Victor;['145'];[2];[2];-;548667;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-77m2-venda-RS548667-id-2542304052/
EDIFÍCIO GRAND VERT;Rua Campos Sales;['234'];[3];[3];-;1400000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-168m2-venda-RS1400000-id-2496517197/
Apartamento para Venda em Curitiba, Alto da Rua XV, 2 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Rua Marechal Deodoro;['178'];[2];[2];-;695000;1100;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-95m2-venda-RS695000-id-2513501948/
MOOD- Apartamento à venda 3 quartos com 2 vagas, Bacacheri, Curitiba, PR;Rua Vinte e Nove de Junho;['178'];[3];[2];-;643413;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-86m2-venda-RS643413-id-2542306177/
Apartamento com 3 dormitórios à venda, 101 m² por R$ 922.694,40 - Champagnat - Curitiba/PR;Rua Bruno Filgueira;['102'];[3];[3];-;922694;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-102m2-venda-RS922694-id-2529692379/
EXCELENTE apto. com 3 dorms. à venda por 949 MIL - Cabral - Curitiba/PR;Rua Coronel Amazonas Marcondes;['160'];[3];[4];-;949000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-160m2-venda-RS949000-id-2540596474/
[ENTREGA SET/21] Apartamento de Alto Padrão com 106m², 3 Dormitórios, 1 Suíte, Sacada com Churrasqu;Rua Alferes Ângelo Sampaio;['198'];[3];[3];-;1079900;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-105m2-venda-RS1079900-id-2542307490/
[PRONTO] Apartamento pronto para morar com 55,32m², 2 Dormitórios, 1 Suíte, Sacada com Churrasqueir;Rua Capitão Tenente Maris de Barros;['70'];[2];[2];-;382109;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-55m2-venda-RS382109-id-2542307078/
Apartamento no Bairro Alto;-;['57'];[2];[1];-;209900;405;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-com-garagem-57m2-venda-RS209900-id-2542580119/
Apartamento de 2 quartos a venda, sendo 2 suítes, 1 ou 2 vagas, em ótima localização no bairro Água;Rua Amazonas;['67'];[2];[1];-;343700;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-57m2-venda-RS343700-id-2543525181/
Apartamento para venda tem 330 metros quadrados com 4 quartos em Cabral - Curitiba - PR;Rua Quintino Bocaiúva;['779'];[4];[6];-;5466300;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-330m2-venda-RS5466300-id-2536812529/
Vendo Apartamento Garden no Ecoville R$ 450.000,00;Rua Anna Dinarowski Sobczyk;['168'];[3];[2];-;450000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-72m2-venda-RS450000-id-2538999687/
[ENTREGA SET/21] Apartamento Alto Padrão de 90,72m², 2 Suítes, Sacada com Churrasqueira e 3 vagas à;Rua Alferes Ângelo Sampaio;['188'];[2];[3];-;1083400;900;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-90m2-venda-RS1083400-id-2542304753/
[ENTREGA SET/21] Apartamento de Alto Padrão com 2 Suítes, Sacada com Churrasqueira e 2 vagas à vend;Rua Alferes Ângelo Sampaio;['175'];[2];[3];-;1082300;900;https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-90m2-venda-RS1082300-id-2542304627/
[ENTREGA NOV/23] Apartamento de Alto Padrão, 3 Suítes, Churrasqueira, Sacada e 3 vagas com 142,61m²;Rua Jaime Balão;['142'];[3];[4];-;1426100;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-142m2-venda-RS1426100-id-2543525375/
Apartamento para venda possui 71 metros quadrados com 3 quartos em Mercês - Curitiba;Rua Martim Afonso;[];[3];[3];-;360000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-71m2-venda-RS360000-id-2540595976/
APARTAMENTO RESIDENCIAL em CURITIBA - PR, MERCÊS;Avenida Cândido Hartmann;['309'];[4];[2];-;980000;-;https://www.vivareal.com.br/imovel/apartamento-4-quartos-merces-bairros-curitiba-com-garagem-241m2-venda-RS980000-id-2537175740/
Apartamento com 3 dormitórios à venda, 85 m² por R$ 360.000,00 - Cristo Rei - Curitiba/PR;Rua Frei Orlando;['124'];[3];[2];-;360000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-85m2-venda-RS360000-id-2535015676/
Apartamento Alto Padrão 3 suítes no bairro Água verde. Várias topologias de planta;Praça Padre João Bagozzi;['286'];[3];[3];-;1500000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-151m2-venda-RS1500000-id-2512886810/
Apartamento para venda com 288 metros quadrados com 4 quartos em Cidade Industrial - Curitiba - PR;Rua Professor Pedro Viriato Parigot de Souza;['466'];[4];[6];-;3562145;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-mossungue-bairros-curitiba-com-garagem-288m2-venda-RS3562145-id-2539145098/
Apartamento para Venda em Curitiba, Cabral, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Rua Abílio Peixoto;['160'];[3];[2];-;665000;-;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-79m2-venda-RS665000-id-2510317095/
Res Spazio Champville | 2 Dormitórios | 2 Vagas | 50m²Privativos | Bairro Alto;Rodovia BR-116;['97'];[2];[1];-;282000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-com-garagem-97m2-venda-RS282000-id-2538139299/
Apartamento no Jardim Botânico, 2 Quartos, 1 Vaga de Garagem, 42,20m²;Avenida Comendador Franco;['10'];[2];[1];-;214964;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-botanico-bairros-curitiba-com-garagem-42m2-venda-RS214964-id-2543524878/
Apartamento inteligente na Visconde de Guarapuva;Avenida Visconde de Guarapuava;['49'];[1];[1];-;249000;380;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-35m2-venda-RS249000-id-2537394690/
Ótimo apartamento e localização.;Rua Izaac Ferreira da Cruz;['50'];[2];[1];-;220000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-62m2-venda-RS220000-id-2525401740/
Apartamento para venda tem 42 metros quadrados com 1 quarto em Centro - Curitiba - PR;Rua Nilo Cairo;['56'];[1];[1];-;140000;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-32m2-venda-RS140000-id-2526703030/
Apartamento para Venda em Curitiba, Santa Cândida, 2 dormitórios, 1 banheiro, 1 vaga;Rua Oscar Gomes de Oliveira;['55'];[2];[1];-;223000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-46m2-venda-RS223000-id-2541344837/
CURITIBA - Padrão - Alto da xv;-;['86'];[2];[1];-;806986;-;https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-86m2-venda-RS806986-id-2541538204/
[ENTREGUE] Apartamento de 72m², 2 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas no Bairr;Avenida Paraná;['72'];[2];[2];-;752500;513;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-72m2-venda-RS752500-id-2543523524/
[ENTREGUE] Apartamento de 72,72m², 2 Dormitórios, 1 Suíte, Sacada com Churrasqueira e 2 vagas em Co;Avenida Paraná;['72'];[2];[2];-;736440;425;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-72m2-venda-RS736440-id-2543523623/
